paperID,title,citations,year,conference,last_updated
1a717046a5ef236718dcbcf1b7fa52bf925f5633,Training Neural Networks Using Features Replay,47,2018,NeurIPS,02 Mar 2022
1a8149e5fc4f1499a6936e57807ec22af0661416,Deep Structured Prediction with Nonlinear Output Transformations,19,2018,NeurIPS,02 Mar 2022
1a83fc6fec4f18acb0bb9b9724d3600ca69e9ce2,Learning Retrospective Knowledge with Reverse Reinforcement Learning,5,2020,NeurIPS,02 Mar 2022
1a883522f3c0051d70be1f8cbdb8989a77395006,Long Short Transformer Efficient Transformers for Language and Vision,10,2021,NeurIPS,02 Mar 2022
1a8d3ad2b400bcebc9f17b309901ca5ef2e95315,Unsupervised Learning of Disentangled Representations from Video,425,2017,NeurIPS,02 Mar 2022
1a901533b09269bafa1222ad5f2f5eb0279915ac,Graph Information Bottleneck for Subgraph Recognition,13,2020,NeurIPS,02 Mar 2022
1a965a283d2dd8d37d65a889ae7dca5dddaa5f18,Contextual Similarity Aggregation with Self attention for Visual Re ranking,0,2021,NeurIPS,02 Mar 2022
1a9bf293a794642b17f117f80d0183faadcccd28,"Is normalization indispensable for training deep neural network ",12,2020,NeurIPS,02 Mar 2022
1a9caf2ca92c26b9f4cc3a5535229dd24b535404,Adaptive Temporal Difference Learning for Policy Evaluation with Per State Uncertainty Estimates,6,2019,NeurIPS,02 Mar 2022
1aa219b2069de522081980d2d9d764958197e545,Pushing the Limits of Narrow Precision Inferencing at Cloud Scale with Microsoft Floating Point,25,2020,NeurIPS,02 Mar 2022
1ab1595fc1f32a21149b985523459820c21407a1,Provable Variational Inference for Constrained Log Submodular Models,3,2018,NeurIPS,02 Mar 2022
1ab38bedb99c4f826205b7286402ea6235e186e2,Agnostic Learning of a Single Neuron with Gradient Descent,21,2020,NeurIPS,02 Mar 2022
1ab58d7fa4e3279050370e047ebdf82d58348b7d,Adaptive first order methods revisited Convex optimization without Lipschitz requirements,2,2021,NeurIPS,02 Mar 2022
1ad4accd6a6dc2475aae164ea4ba57c5ba80849a,Zero Resource Knowledge Grounded Dialogue Generation,16,2020,NeurIPS,02 Mar 2022
1ae050af7b12c5e817a4653c9fb6c921db4194ac,Conic Descent and its Application to Memory efficient Optimization over Positive Semidefinite Matrices,0,2020,NeurIPS,02 Mar 2022
1ae1c18632d6d4d61b70c918354d633ce24c0bcd,Bayesian Meta Learning for the Few Shot Setting via Deep Kernels,33,2020,NeurIPS,02 Mar 2022
1ae265be8ccf396115ef06405f3b8421851998a9,Learning to Compose Domain Specific Transformations for Data Augmentation,218,2017,NeurIPS,02 Mar 2022
1ae9bfe84a22cdb46fe0d63dddd5d5f98d664d78,All or nothing statistical and computational phase transitions in sparse spiked matrix estimation,19,2020,NeurIPS,02 Mar 2022
1af23b78166b6adbccfedff04abcc0dd23ab1bd5,"Can multi label classification networks know what they don t know ",5,2021,NeurIPS,02 Mar 2022
1afa219b3c0209e031c75de7b488c97f69f5fd57,Hunting for Discriminatory Proxies in Linear Regression Models,11,2018,NeurIPS,02 Mar 2022
1afc5bc7f1c659553badfb7d823809a9f9169bca,No Press Diplomacy Modeling Multi Agent Gameplay,17,2019,NeurIPS,02 Mar 2022
1b16ff707bbff4a6ed604db672599645a9060e55,Shape As Points A Differentiable Poisson Solver,10,2021,NeurIPS,02 Mar 2022
1b287e17483abcb98678ddede572a56312ea06f0,Coresets for Clustering with Fairness Constraints,47,2019,NeurIPS,02 Mar 2022
1b2a5406a8db1c578f10a2be2cb519c843a368a9,Beyond Value Function Gaps Improved Instance Dependent Regret Bounds for Episodic Reinforcement Learning,2,2021,NeurIPS,02 Mar 2022
1b434b5cf7b2d139f9576e29c2c8daec01fca27e,A Closer Look at Accuracy vs Robustness,67,2020,NeurIPS,02 Mar 2022
1b454a75e3d5608d7105f8022bfbc11a84baf5dc,SEVIR A Storm Event Imagery Dataset for Deep Learning Applications in Radar and Satellite Meteorology,6,2020,NeurIPS,02 Mar 2022
1b4a97b923039b3a14b9287377b4aa7a5681fb87,MDP Homomorphic Networks Group Symmetries in Reinforcement Learning,24,2020,NeurIPS,02 Mar 2022
1b5916af04c4fd7fb9af16706b8a0fc0d0dab2c3,Twin Auxilary Classifiers GAN,24,2019,NeurIPS,02 Mar 2022
1b6335916d7ee6f03cbcdaf486574d2972b171c5,JAX M D A framework for differentiable physics,26,2020,NeurIPS,02 Mar 2022
1b66d518db602db1c95e5c12cc93524d15172424,Recursive Causal Structure Learning in the Presence of Latent Variables and Selection Bias,0,2021,NeurIPS,02 Mar 2022
1b69c1e95b84b7ac59fb22166f489d5f57c536b0,Minimax Estimation of Conditional Moment Models,36,2020,NeurIPS,02 Mar 2022
1b6bc539305fe413c5f5f529251424d15e51dc4a,Singleshot a scalable Tucker tensor decomposition,4,2019,NeurIPS,02 Mar 2022
1b702948da1bc8d2532e6fc89653084e6eff2049,Stochastic Online Linear Regression the Forward Algorithm to Replace Ridge,1,2021,NeurIPS,02 Mar 2022
1b796497f350d15bd47d06cb4794bad15a149a72,Quantifying Learnability and Describability of Visual Concepts Emerging in Representation Learning,2,2020,NeurIPS,02 Mar 2022
1b7f9cc57ab8f3f551bdb0d5f153191ec403895e,Learning Multiple Tasks with Multilinear Relationship Networks,155,2017,NeurIPS,02 Mar 2022
1b8884be191c6abbf53e0fffc94a005de68b0f69,Adversarial Bandits with Corruptions Regret Lower Bound and No regret Algorithm,10,2020,NeurIPS,02 Mar 2022
1bc01349ca872df1f72ce7ad6dbcd6bcdd428cf8,Fair Clustering Under a Bounded Cost,1,2021,NeurIPS,02 Mar 2022
1bc3ded1e98a96119e0bfd13ea3694ee7c394ac4,Bayesian Optimization of Risk Measures,17,2020,NeurIPS,02 Mar 2022
1bc462a4eeefa3cba9e3837fbafe2fb9e93769de,Early stopped neural networks are consistent,9,2021,NeurIPS,02 Mar 2022
1bc76e7e91fa7626f2d9f6e21e9b6e11e1dc4424,Demixed shared component analysis of neural population data from multiple brain areas,1,2020,NeurIPS,02 Mar 2022
1bd4130ef51c1fcc16bc664d79234274c8dbad68,Diversity can be Transferred Output Diversification for White and Black box Attacks,24,2020,NeurIPS,02 Mar 2022
1bd584b9ee763bd859d0c446b2603d04aa3e34e1,Learning from discriminative feature feedback,11,2018,NeurIPS,02 Mar 2022
1be6ddac2e262ff915c9fc2eacbf615082240219,VIME Extending the Success of Self and Semi supervised Learning to Tabular Domain,18,2020,NeurIPS,02 Mar 2022
1bee1995e9fd79d1f9001fa08c549449a04673d1,Learning outside the Black Box The pursuit of interpretable models,5,2020,NeurIPS,02 Mar 2022
1bf8f422cb44ae1fe99a33b175c5685cc3cf362a,Can Implicit Bias Explain Generalization Stochastic Convex Optimization as a Case Study,13,2020,NeurIPS,02 Mar 2022
1c035dea4d61b51fd6352932b628fecd3c009023,Semi supervised Learning with GANs Manifold Invariance with Improved Inference,99,2017,NeurIPS,02 Mar 2022
1c12bd0779d4cc5148cb8b9f82e9b1469866785c,RATT Recurrent Attention to Transient Tasks for Continual Image Captioning,6,2020,NeurIPS,02 Mar 2022
1c1978ba38d726c5b0905c22f8c1d814b75a1a06,Unintended Selection Persistent Qualification Rate Disparities and Interventions,0,2021,NeurIPS,02 Mar 2022
1c1cb3d3a5f398ced79be3de0f1f454b2f30819d,Accuracy First Selecting a Differential Privacy Level for Accuracy Constrained ERM,51,2017,NeurIPS,02 Mar 2022
1c2187796180915365a949f6c2c35d302085df2c,Linear Sample Learning of Low Rank Distributions,0,2020,NeurIPS,02 Mar 2022
1c2233c577d02ebeb9c448de979df613342632a6,A simple normative network approximates local non Hebbian learning in the cortex,7,2020,NeurIPS,02 Mar 2022
1c332cfa211400fc6f56983fb01a6692046116dd,DynaBERT Dynamic BERT with Adaptive Width and Depth,63,2020,NeurIPS,02 Mar 2022
1c36e1d2aadb6884e817afa49272f21b1ecb2d38,Comparison Against Task Driven Artificial Neural Networks Reveals Functional Properties in Mouse Visual Cortex,11,2019,NeurIPS,02 Mar 2022
1c3c87562221a8c1a4e93fd599564d7758a9905b,DOCTOR A Simple Method for Detecting Misclassification Errors,0,2021,NeurIPS,02 Mar 2022
1c435e49703c9a94c9f6d3dac4c82d8191d74514,SpikePropamine Differentiable Plasticity in Spiking Neural Networks,1,2021,NeurIPS,02 Mar 2022
1c4809748affb4d4f24d013ab4cd1b58ce4bd1f1,Weighted QMIX Expanding Monotonic Value Function Factorisation for Deep Multi Agent Reinforcement Learning,37,2020,NeurIPS,02 Mar 2022
1c558932cbedaa0e656a9891766ce7e1762536c2,Validation Free and Replication Robust Volume based Data Valuation,2,2021,NeurIPS,02 Mar 2022
1c55f470a8273788d82f05500d507b408a5722b8,Differentiable Expected Hypervolume Improvement for Parallel Multi Objective Bayesian Optimization,42,2020,NeurIPS,02 Mar 2022
1c5a5a2535d468561cfce9db81506d2fc1b0ac79,Adaptive Accelerated Gradient Converging Method under H o lderian Error Bound Condition,22,2017,NeurIPS,02 Mar 2022
1c60ac28884d2414efcf0eec90561fae2a377311,Few Shot Adversarial Domain Adaptation,233,2017,NeurIPS,02 Mar 2022
1c65c46a4bcc3a2980e6ea005894f34820808dcf,Input Aware Dynamic Backdoor Attack,44,2020,NeurIPS,02 Mar 2022
1c71771c701aadfd72c5866170a9f5d71464bb88,Unified Language Model Pre training for Natural Language Understanding and Generation,622,2019,NeurIPS,02 Mar 2022
1c734734211874ca0f77840cc96dd45327f68fa4,Deep Random Splines for Point Process Intensity Estimation,6,2019,NeurIPS,02 Mar 2022
1c7e57ac925953dd1e48b5d175726ccf7b4f42f2,MomentumRNN Integrating Momentum into Recurrent Neural Networks,10,2020,NeurIPS,02 Mar 2022
1c809938ebf6331d70ccb0437376bb0ba988e841,CogMol Target Specific and Selective Drug Design for COVID 19 Using Deep Generative Models,26,2020,NeurIPS,02 Mar 2022
1ca969119f4f6006047b159e35267d9a1c4afe8b,On the Modularity of Hypernetworks,12,2020,NeurIPS,02 Mar 2022
1caff87770b1cbddcf94edc0a9b1bce029324765,Gradient Sparsification for Communication Efficient Distributed Optimization,264,2018,NeurIPS,02 Mar 2022
1cb09fd535dd70a6b486a4e8005bd884b7391828,Continuous time Value Function Approximation in Reproducing Kernel Hilbert Spaces,2,2018,NeurIPS,02 Mar 2022
1cb4e99c30e602be6af42b559d7b667307d1a853,VAE Learning via Stein Variational Gradient Descent,53,2017,NeurIPS,02 Mar 2022
1cc8bbf933768c489d21f4d6c99823f4712dbdd1,Towards Unifying Behavioral and Response Diversity for Open ended Learning in Zero sum Games,1,2021,NeurIPS,02 Mar 2022
1cd0bc067e66bc1f66a73b401a4a470e43e4bb9e,Houdini Fooling Deep Structured Visual and Speech Recognition Models with Adversarial Examples,72,2017,NeurIPS,02 Mar 2022
1cd5124ba4d563e8111fff59873abccb3546cb28,No regret Learning in Price Competitions under Consumer Reference Effects,2,2020,NeurIPS,01 Mar 2022
1cd90bb6bd1b4afecf57d983c362f400994d4fdb,Differentially Private Bayesian Linear Regression,21,2019,NeurIPS,02 Mar 2022
1cda5494509e75fdad256a484f18504e52f3d779,Co exposure Maximization in Online Social Networks,1,2020,NeurIPS,02 Mar 2022
1ce5a7d46e8734b715eca00b79fc933f24f9f9b3,Spectral Mixture Kernels for Multi Output Gaussian Processes,49,2017,NeurIPS,02 Mar 2022
1cedb352a10828b3ec263a4da907794bea052282,PLUR A Unifying Graph Based View of Program Learning Understanding and Repair,1,2021,NeurIPS,02 Mar 2022
1cfad9a477502e1f84dbcb088d05788dbd3a45f8,Adversarial Soft Advantage Fitting Imitation Learning without Policy Optimization,8,2020,NeurIPS,02 Mar 2022
1d13295911598927c7861f9ee30fba14389acab6,Disentangled behavioural representations,5,2019,NeurIPS,02 Mar 2022
1d18fea27a054895d9ef0965bbd040006c93350b,Multiparameter Persistence Image for Topological Machine Learning,13,2020,NeurIPS,02 Mar 2022
1d25080a26c9347b3ce52b336e38d3bb5a8a153d,Approximation Based Variance Reduction for Reparameterization Gradients,3,2020,NeurIPS,02 Mar 2022
1d28727cf5f203262162b8566703bb27369ee890,Active Learning from Peers,20,2017,NeurIPS,02 Mar 2022
1d376128559aa377b640cfa1356db94fa9e6c120,A Tight Lower Bound and Efficient Reduction for Swap Regret,0,2020,NeurIPS,02 Mar 2022
1d38ee16ed990689c3a85160dbc20e22b72afb6d,Learning to Decompose and Disentangle Representations for Video Prediction,182,2018,NeurIPS,02 Mar 2022
1d514906fcc522aa08bc05156fdca68401173edf,Unsupervised Scalable Representation Learning for Multivariate Time Series,81,2019,NeurIPS,02 Mar 2022
1d564c731045814c49e10688e3991baa095a852d,Maximum Entropy Monte Carlo Planning,10,2019,NeurIPS,02 Mar 2022
1d59fc5ce16a22a7c51fef5a02b961a5fa481a6c,Practical Quasi Newton Methods for Training Deep Neural Networks,29,2020,NeurIPS,02 Mar 2022
1d7bdd97a7089f8659494e796faac33456b96133,Learning Policies with Zero or Bounded Constraint Violation for Constrained MDPs,7,2021,NeurIPS,02 Mar 2022
1d87bbe528850257384acb47e8848bc48668ec96,Using Large Ensembles of Control Variates for Variational Inference,13,2018,NeurIPS,02 Mar 2022
1d8c9ba83168c5c8245e895a3aab5cb49b2ab7a0,DP SSL Towards Robust Semi supervised Learning with A Few Labeled Samples,1,2021,NeurIPS,02 Mar 2022
1da4961d7495795f1d6bce358648503fad24dadd,Optimal Variance Control of the Score Function Gradient Estimator for Importance Weighted Bounds,2,2020,NeurIPS,02 Mar 2022
1da81224d2a781b88186d81872755535e82fce5c,Understanding How Encoder Decoder Architectures Attend,0,2021,NeurIPS,02 Mar 2022
1da867c102a407171e64e2b28cb2f9ce63325ee6,Self Supervised Learning Disentangled Group Representation as Feature,1,2021,NeurIPS,02 Mar 2022
1dca77205a3a36e456513f355130f2fc31f6936f,A Unified Framework for Extensive Form Game Abstraction with Bounds,5,2018,NeurIPS,02 Mar 2022
1dccd6fe75b3043f2b0a2e40ed17696ffc42ba34,Robust Subspace Approximation in a Stream,5,2018,NeurIPS,02 Mar 2022
1de9fb407cb5e6c7e313b069a9f8768670bde7c7,Marginalised Gaussian Processes with Nested Sampling,1,2021,NeurIPS,02 Mar 2022
1def98f70ec304a0d9ed3eb767a3bcd79b48dace,Robustness of Bayesian Neural Networks to Gradient Based Attacks,25,2020,NeurIPS,02 Mar 2022
1df5f5a8215efdb2d78fe8cbbe7fb10885c9f03d,Crush Optimism with Pessimism Structured Bandits Beyond Asymptotic Optimality,4,2020,NeurIPS,02 Mar 2022
1e007cb313de9cb4d71ea9d0a77172209ad0ad0d,A Smoother Way to Train Structured Prediction Models,11,2018,NeurIPS,02 Mar 2022
1e00e8760472dab0fe1632a04a037d52d227d3a6,Provable Benefits of Actor Critic Methods for Offline Reinforcement Learning,9,2021,NeurIPS,02 Mar 2022
1e04ca1998c04040c9c10685fc0daa4ecc13855b,AdaBelief Optimizer Adapting Stepsizes by the Belief in Observed Gradients,114,2020,NeurIPS,02 Mar 2022
1e1855ca80e8ac3de0e169871f320416902e9ad1,Generalized Cross Entropy Loss for Training Deep Neural Networks with Noisy Labels,756,2018,NeurIPS,02 Mar 2022
1e2ae4714106a2d5f7e426d640b2f7efa43735e3,MaskRNN Instance Level Video Object Segmentation,111,2017,NeurIPS,02 Mar 2022
1e3128c9516f1de92aa55d5cc56893e080939b3b,Faster Matchings via Learned Duals,4,2021,NeurIPS,02 Mar 2022
1e32e6d9604a4c464124f9c06bb91870d9c0dfd7,"Do Input Gradients Highlight Discriminative Features ",2,2021,NeurIPS,02 Mar 2022
1e5715e09a3c4b53f4f5a4877a7fe3eca49156dd,Steady State Analysis of Episodic Reinforcement Learning,4,2020,NeurIPS,02 Mar 2022
1e5c28f6e64c6410ae598164a27767ea7d32f902,Query Complexity of Clustering with Side Information,33,2017,NeurIPS,02 Mar 2022
1e5ecd5b4b19b76d3f3147fe25ad67c769692ed9,Self Learning Transformations for Improving Gaze and Head Redirection,8,2020,NeurIPS,02 Mar 2022
1e64226c447a4d688817aa78ce0d09661b86185f,Maximizing acquisition functions for Bayesian optimization,91,2018,NeurIPS,02 Mar 2022
1e6de530a183cded2373c8f0ffc54f4a9b7bd02e,The Origins and Prevalence of Texture Bias in Convolutional Neural Networks,57,2020,NeurIPS,02 Mar 2022
1e7a259e840c1f56e1760718422d7aed7a2c94ed,Generative Neurosymbolic Machines,13,2020,NeurIPS,02 Mar 2022
1e82587033047ebb1c62d93d2c092aba674eaacd,Towards Neural Programming Interfaces,1,2020,NeurIPS,02 Mar 2022
1e825d3687a7294dbfddd78b46a685a5620ceb05,Model Interpretability through the Lens of Computational Complexity,15,2020,NeurIPS,02 Mar 2022
1e889d45eaaa12d44b2a4c30b826934b749f9de8,Online Fast Adaptation and Knowledge Accumulation OSAKA a New Approach to Continual Learning,20,2020,NeurIPS,02 Mar 2022
1e88cdd6530f8489e7f9367858afe77bab086ba4,Neural Path Features and Neural Path Kernel Understanding the role of gates in deep learning,3,2020,NeurIPS,02 Mar 2022
1e8fbc9e028b26dd6aace38b950c2127bf9d3879,Robust compressed sensing using generative models,9,2020,NeurIPS,02 Mar 2022
1e961d227a149548ed093739c5c021677c955322,Improving Generalization in Meta RL with Imaginary Tasks from Latent Dynamics Mixture,0,2021,NeurIPS,28 Feb 2022
1ea76f910999583f1d76c982dcf24d10693c33a1,On the distance between two neural networks and the stability of learning,13,2020,NeurIPS,02 Mar 2022
1ea9f643171115e4a89e77c9a770c593f0794712,Assessing Generative Models via Precision and Recall,207,2018,NeurIPS,02 Mar 2022
1eb425f2ffcb36e4304c69b209d7f0bd8415498d,Interaction Hard Thresholding Consistent Sparse Quadratic Regression in Sub quadratic Time and Space,1,2019,NeurIPS,02 Mar 2022
1eb7f46b1a0a7df823194d86543e5554aa21021a,Can You Trust Your Model s Uncertainty Evaluating Predictive Uncertainty Under Dataset Shift,564,2019,NeurIPS,02 Mar 2022
1ec049a29d369294a5a5ffdfb67e872dce899dac,Decision Making with Auto Encoding Variational Bayes,9,2020,NeurIPS,02 Mar 2022
1ec41f6e982b2aa613edc8128a63bbfc73d5fca5,Agnostic Q learning with Function Approximation in Deterministic Systems Near Optimal Bounds on Approximation Error and Sample Complexity,9,2020,NeurIPS,02 Mar 2022
1ecc2bd0bc6ffa0a2f466a058589c20593e3e57c,The Marginal Value of Adaptive Gradient Methods in Machine Learning,685,2017,NeurIPS,02 Mar 2022
1ece078bcd3a77be1d9dac0d2fdaa1bbccbdd368,Learning Deep Bilinear Transformation for Fine grained Image Representation,36,2019,NeurIPS,02 Mar 2022
1ee6836866bed814bccf8cd5752cf8a51da08dec,Provable Guarantees for Self Supervised Deep Learning with Spectral Contrastive Loss,17,2021,NeurIPS,02 Mar 2022
1ee9df4e96f5021509c438751b48d3de07ae8b75,Self Supervised Learning by Cross Modal Audio Video Clustering,151,2020,NeurIPS,02 Mar 2022
1ef567dc0d036520d483602b6c40fa21635db942,Dying Experts Efficient Algorithms with Optimal Regret Bounds,2,2019,NeurIPS,02 Mar 2022
1f0ad3e1f6f3c3b8e95751e6a72f57594afe5617,A Class of Algorithms for General Instrumental Variable Models,8,2020,NeurIPS,02 Mar 2022
1f12e9cc123d8d4801b115608fb5309ef7028c52,Recurrent Submodular Welfare and Matroid Blocking Bandits,2,2019,NeurIPS,02 Mar 2022
1f1e38015e6f9d072c2b7bb2af1212d1c71b5b06,Learning Graph Structure With A Finite State Automaton Layer,8,2020,NeurIPS,02 Mar 2022
1f200511b0553f748cd18bbeb97153f073fbae3b,A new convergent variant of Q learning with linear function approximation,6,2020,NeurIPS,02 Mar 2022
1f2a8a04d1bbd85cdffee48f7a267e9a2574a48e,BlockGAN Learning 3D Object aware Scene Representations from Unlabelled Images,63,2020,NeurIPS,02 Mar 2022
1f30957b8d4b0b1d45c21c3dbf21e61339a6c354,Autoregressive Score Matching,3,2020,NeurIPS,02 Mar 2022
1f3271d557f49d30924790b747e9e06c1b5811dd,Arbicon Net Arbitrary Continuous Geometric Transformation Networks for Image Registration,18,2019,NeurIPS,02 Mar 2022
1f392454488bbcc4859181bc7fd5e3bdad2a3ac3,Improving Auto Augment via Augmentation Wise Weight Sharing,7,2020,NeurIPS,02 Mar 2022
1f4294d8e0b0c8559479fac569fc0ea91b4dc0bd,Adversarial Examples Are Not Bugs They Are Features,799,2019,NeurIPS,02 Mar 2022
1f52deff193c7c3dfc77c48cbdc653c94f093a92,Reward rational implicit choice A unifying formalism for reward learning,36,2020,NeurIPS,02 Mar 2022
1f55b5790e4645e701b5b76be4b47573bed6c448,Paraphrase Generation with Latent Bag of Words,32,2019,NeurIPS,02 Mar 2022
1f57717204e1aa618d9b9dee0806566979032241,Accurate Uncertainty Estimation and Decomposition in Ensemble Learning,31,2019,NeurIPS,02 Mar 2022
1f5d2ef2cdf7bae1abf409abcf7c085d7a4d3524,Learning to Play Sequential Games versus Unknown Opponents,7,2020,NeurIPS,02 Mar 2022
1f62bab13f4326f07e31e60e12feaad319909b03,Learning Causal Effects via Weighted Empirical Risk Minimization,11,2020,NeurIPS,02 Mar 2022
1f668aebd03b5150c2c2fddae48f4a65cb4a80a8,Container Context Aggregation Network,20,2021,NeurIPS,02 Mar 2022
1f713b3214f195923d2ae9018d773ebe00e49933,Rankmax An Adaptive Projection Alternative to the Softmax Function,7,2020,NeurIPS,02 Mar 2022
1f764de7300ab80162499dd9ea4af11c41534293,Depth First Proof Number Search with Heuristic Edge Cost and Application to Chemical Synthesis Planning,18,2019,NeurIPS,02 Mar 2022
1f7c1e31e74c7880cb379cf2024d70b504c9655f,Diffeomorphic Temporal Alignment Nets,12,2019,NeurIPS,02 Mar 2022
1f82fbfc381975d90dd3f64f0cec574991883c86,Unfolding recurrence by Green s functions for optimized reservoir computing,2,2020,NeurIPS,02 Mar 2022
1f941882572c25b2e1223abc1a51f6b90a8083a2,On Oracle Efficient PAC RL with Rich Observations,55,2018,NeurIPS,02 Mar 2022
1f995c572475803d80b0654b0334f8646760b22a,Estimating Multi cause Treatment Effects via Single cause Perturbation,0,2021,NeurIPS,02 Mar 2022
1f99f47d2061f3eb86065ca6024e0d56a744e308,Class agnostic Reconstruction of Dynamic Objects from Videos,0,2021,NeurIPS,02 Mar 2022
1f9af2cb595bb283bbd5076e96128a612809e233,Optimized Pre Processing for Discrimination Prevention,347,2017,NeurIPS,02 Mar 2022
1faa9c6b93d7227a20b3eb0f197f13f7e8f9f9b7,Variance Reduced Off Policy TDC Learning Non Asymptotic Convergence Analysis,6,2020,NeurIPS,02 Mar 2022
1fc16dfee1c5957f52d913807068d6703be417d4,Time Accuracy Tradeoffs for Learning a ReLU with respect to Gaussian Marginals,24,2019,NeurIPS,02 Mar 2022
1fc965cb10c5d976e66da4fe54da57413e77ba7e,Online learning in MDPs with linear function approximation and bandit feedback,9,2021,NeurIPS,02 Mar 2022
1fdcebdab434cd35234a3d14cacc9c95dfd97404,Ensembling geophysical models with Bayesian Neural Networks,5,2020,NeurIPS,02 Mar 2022
1fefbb251d377c548e2d4aa9b17fe5d2260aaf4b,Hardware Conditioned Policies for Multi Robot Transfer Learning,44,2018,NeurIPS,02 Mar 2022
1ff80b0786c4286c7477560339f97387f69bcfe6,S3 Sign Sparse Shift Reparametrization for Effective Training of Low bit Shift Networks,1,2021,NeurIPS,02 Mar 2022
203b965e5c9eb1e1c521ec66f82b036335c7cd4d,Shifted Chunk Transformer for Spatio Temporal Representational Learning,3,2021,NeurIPS,02 Mar 2022
203f94fe26634b8b70c72076a57d6a3ec5ae3fa9,Mental Sampling in Multimodal Representations,4,2018,NeurIPS,02 Mar 2022
2041415bdf141395de5ec8173077623d5b960e11,A Dynamical Central Limit Theorem for Shallow Neural Networks,11,2020,NeurIPS,02 Mar 2022
2047511f992d748e1b750ea3ea9f5f9c045f7d63,Distributed estimation of the inverse Hessian by determinantal averaging,14,2019,NeurIPS,02 Mar 2022
204e3073870fae3d05bcbc2f6a8e263d9b72e776,Attention is All you Need,29229,2017,NeurIPS,02 Mar 2022
206121f9962a6038bad0e41a06eee9aa6dbc747c,Towards Enabling Meta Learning from Target Models,0,2021,NeurIPS,02 Mar 2022
2064020586d5832b55f80a7dffea1fd90a5d94dd,Improving Exploration in Evolution Strategies for Deep Reinforcement Learning via a Population of Novelty Seeking Agents,210,2018,NeurIPS,02 Mar 2022
2080e563d31ffe409cd5d12e9fb81a27457a7121,Learning A Structured Optimal Bipartite Graph for Co Clustering,46,2017,NeurIPS,02 Mar 2022
208255a064c74b67e0380cfe89112c3a07047df8,Disentangling by Subspace Diffusion,10,2020,NeurIPS,02 Mar 2022
208d13969d05ced08e3f267cce3f129d787e54fb,Community detection in sparse time evolving graphs with a dynamical Bethe Hessian,2,2020,NeurIPS,02 Mar 2022
208d5c05bbdb3f1a4d029abe53c183b21706e52f,Analyzing the Generalization Capability of SGLD Using Properties of Gaussian Channels,2,2021,NeurIPS,02 Mar 2022
20927cc5333759d68f0d06cb62072742bb5d7383,Compact task representations as a normative model for higher order brain activity,0,2020,NeurIPS,02 Mar 2022
209a40022efbf895cd36387b9a3f3027066ae896,Iterative Value Aware Model Learning,23,2018,NeurIPS,02 Mar 2022
20a53578f84be351bd90385fcd674821e1ace17d,Policy Poisoning in Batch Reinforcement Learning and Control,42,2019,NeurIPS,02 Mar 2022
20a5c823fce8c61d9678eb88c3c9172e0eb75f84,A Direct O 1 Iteration Parallel Algorithm for Optimal Transport,18,2019,NeurIPS,02 Mar 2022
20a8a61cb83f73f96f1633163e6209a0303d833e,Reward is enough for convex MDPs,3,2021,NeurIPS,02 Mar 2022
20b0c4bcda37407e83bd433f8a1601d428ce49f7,No Pressure Addressing the Problem of Local Minima in Manifold Learning Algorithms,2,2019,NeurIPS,02 Mar 2022
20b81ac2cebe8f8dd1053422321b067357646dce,Subset Selection and Summarization in Sequential Data,14,2017,NeurIPS,02 Mar 2022
20bf1208de9094b9b776650be0a30d68dad1d266,Towards Deeper Deep Reinforcement Learning with Spectral Normalization,1,2021,NeurIPS,02 Mar 2022
20c588e0f7f2263437e4023c6df503e91f7c2715,Temporally Abstract Partial Models,3,2021,NeurIPS,02 Mar 2022
20d03a73dc878d095992aacbee9634f1c18be0f9,Generalization Error Rates in Kernel Regression The Crossover from the Noiseless to Noisy Regime,5,2021,NeurIPS,02 Mar 2022
20da6c27d96a601b7369fda57675d640f286491b,An Unbiased Risk Estimator for Learning with Augmented Classes,2,2020,NeurIPS,02 Mar 2022
20e419d24c6799ed02587a6a6c8ee9fe2c343bfd,Risk Bounds for Over parameterized Maximum Margin Classification on Sub Gaussian Mixtures,16,2021,NeurIPS,02 Mar 2022
20ec1566f7d1dfc63ac69c7488fdbea062389edd,Scalable Gromov Wasserstein Learning for Graph Partitioning and Matching,72,2019,NeurIPS,02 Mar 2022
20f85256555ad612148e52f9363e52f9d661728b,Scaling provable adversarial defenses,325,2018,NeurIPS,02 Mar 2022
2103a87d7902ed63629f7f3589610fb818ed6b61,Diffusion Schr dinger Bridge with Applications to Score Based Generative Modeling,14,2021,NeurIPS,02 Mar 2022
2103cf5f7ad126e21d0e4258ad2872abab0bebed,Gradient Descent Can Take Exponential Time to Escape Saddle Points,159,2017,NeurIPS,02 Mar 2022
2109ceec09d5e523378b5f2963c9bb5519a1fc7e,Optimization and Generalization of Shallow Neural Networks with Quadratic Activation Functions,13,2020,NeurIPS,02 Mar 2022
2110c0d9cdc504dc9a60e786389a994e9d03a5a6,Optimizing Conditional Value At Risk of Black Box Functions,3,2021,NeurIPS,02 Mar 2022
212011799cfc014d56b1c0b6c4b3b3bdb98e5ad9,Locally Valid and Discriminative Prediction Intervals for Deep Learning Models,0,2021,NeurIPS,02 Mar 2022
212ae659f4747363aaf04f59382fe295cc7b1a17,"When Does Contrastive Learning Preserve Adversarial Robustness from Pretraining to Finetuning ",4,2021,NeurIPS,02 Mar 2022
